longitude,latitude,time
-122.197916,47.528139,2010-03-03T04:15:26
-122.197916,47.528139,2010-03-03T04:55:32
-122.197916,47.528139,2010-03-03T05:13:34
-122.197916,47.528139,2010-03-03T05:28:02
-122.197916,47.528139,2010-03-03T05:56:13
-122.197916,47.528139,2010-03-03T16:52:44
-122.197916,47.528139,2010-03-03T16:57:24
-122.197916,47.528139,2010-03-03T20:20:40
-122.197916,47.528139,2010-03-03T23:23:33
-122.197916,47.528139,2010-03-03T23:37:36
